File created by python code using SuperMAGGetIndices

============================================================
<year>  <month>  <day>  <hour>  <min>  <sec>  <SME (nT)>  <SML (nT)>  <SMU (nT)>
2023  07  07  00  00  00   584.41  -280.40   304.01
2023  07  07  00  01  00   602.03  -285.53   316.50
2023  07  07  00  02  00   621.72  -296.43   325.29
2023  07  07  00  03  00   638.12  -309.29   328.83
2023  07  07  00  04  00   640.78  -307.44   333.34
2023  07  07  00  05  00   642.70  -310.37   332.33
2023  07  07  00  06  00   642.65  -306.79   335.86
2023  07  07  00  07  00   641.00  -298.71   342.29
2023  07  07  00  08  00   660.36  -313.99   346.37
2023  07  07  00  09  00   672.76  -322.43   350.33
2023  07  07  00  10  00   667.72  -318.91   348.81
2023  07  07  00  11  00   659.14  -315.80   343.34
2023  07  07  00  12  00   650.71  -314.93   335.78
2023  07  07  00  13  00   643.66  -313.68   329.98
2023  07  07  00  14  00   635.04  -311.24   323.80
2023  07  07  00  15  00   626.75  -308.68   318.07
2023  07  07  00  16  00   628.71  -307.77   320.93
2023  07  07  00  17  00   631.16  -306.29   324.87
2023  07  07  00  18  00   637.51  -310.82   326.68
2023  07  07  00  19  00   649.62  -318.76   330.86
2023  07  07  00  20  00   656.30  -328.50   327.79
2023  07  07  00  21  00   638.02  -316.91   321.11
2023  07  07  00  22  00   624.61  -301.68   322.93
2023  07  07  00  23  00   611.21  -288.04   323.17
2023  07  07  00  24  00   600.05  -277.99   322.06
2023  07  07  00  25  00   599.27  -277.26   322.01
2023  07  07  00  26  00   602.84  -287.79   315.05
2023  07  07  00  27  00   610.89  -298.59   312.30
2023  07  07  00  28  00   615.65  -305.47   310.18
2023  07  07  00  29  00   618.86  -312.58   306.28
2023  07  07  00  30  00   609.72  -308.11   301.62
2023  07  07  00  31  00   592.01  -299.02   292.99
2023  07  07  00  32  00   579.43  -290.15   289.28
2023  07  07  00  33  00   569.99  -284.52   285.46
2023  07  07  00  34  00   559.94  -283.14   276.80
2023  07  07  00  35  00   555.46  -296.65   258.81
2023  07  07  00  36  00   564.16  -309.12   255.04
2023  07  07  00  37  00   564.34  -306.25   258.09
2023  07  07  00  38  00   542.83  -284.99   257.84
2023  07  07  00  39  00   541.67  -280.15   261.51
2023  07  07  00  40  00   539.10  -277.65   261.45
2023  07  07  00  41  00   519.04  -266.38   252.67
2023  07  07  00  42  00   495.41  -253.06   242.34
2023  07  07  00  43  00   487.56  -249.90   237.66
2023  07  07  00  44  00   483.94  -246.37   237.56
2023  07  07  00  45  00   483.87  -248.62   235.24
2023  07  07  00  46  00   474.82  -245.51   229.31
2023  07  07  00  47  00   458.67  -233.90   224.77
2023  07  07  00  48  00   451.44  -227.19   224.24
2023  07  07  00  49  00   447.13  -227.45   219.68
2023  07  07  00  50  00   433.07  -223.56   209.51
2023  07  07  00  51  00   405.79  -212.98   192.81
2023  07  07  00  52  00   393.11  -214.42   178.70
2023  07  07  00  53  00   389.87  -220.46   169.41
2023  07  07  00  54  00   376.64  -218.60   158.04
2023  07  07  00  55  00   370.99  -215.77   155.21
2023  07  07  00  56  00   368.87  -209.19   159.67
2023  07  07  00  57  00   335.26  -176.44   158.82
2023  07  07  00  58  00   316.34  -162.63   153.71
2023  07  07  00  59  00   310.13  -160.97   149.16
2023  07  07  01  00  00   302.56  -152.44   150.11
2023  07  07  01  01  00   311.82  -161.40   150.42
2023  07  07  01  02  00   325.09  -176.62   148.46
2023  07  07  01  03  00   328.06  -180.23   147.83
2023  07  07  01  04  00   321.16  -174.97   146.19
2023  07  07  01  05  00   312.42  -166.68   145.74
2023  07  07  01  06  00   314.83  -160.61   154.23
2023  07  07  01  07  00   308.99  -151.85   157.13
2023  07  07  01  08  00   298.38  -148.53   149.85
2023  07  07  01  09  00   300.51  -149.69   150.82
2023  07  07  01  10  00   290.62  -143.35   147.27
2023  07  07  01  11  00   295.51  -145.84   149.67
2023  07  07  01  12  00   298.11  -143.74   154.36
2023  07  07  01  13  00   309.91  -154.31   155.60
2023  07  07  01  14  00   311.28  -156.49   154.78
2023  07  07  01  15  00   301.56  -151.95   149.61
2023  07  07  01  16  00   287.72  -142.68   145.04
2023  07  07  01  17  00   278.62  -137.62   141.00
2023  07  07  01  18  00   267.27  -129.57   137.70
2023  07  07  01  19  00   259.22  -120.43   138.79
2023  07  07  01  20  00   256.26  -115.46   140.80
2023  07  07  01  21  00   245.41  -106.74   138.67
2023  07  07  01  22  00   247.62  -105.98   141.64
2023  07  07  01  23  00   270.66  -112.82   157.84
2023  07  07  01  24  00   282.40  -110.80   171.60
2023  07  07  01  25  00   309.69  -113.23   196.46
2023  07  07  01  26  00   338.90  -109.18   229.71
2023  07  07  01  27  00   369.07  -123.17   245.90
2023  07  07  01  28  00   387.13  -126.98   260.15
2023  07  07  01  29  00   416.90  -138.20   278.69
2023  07  07  01  30  00   435.56  -136.93   298.63
2023  07  07  01  31  00   460.08  -142.67   317.41
2023  07  07  01  32  00   476.85  -149.64   327.21
2023  07  07  01  33  00   457.22  -145.77   311.46
2023  07  07  01  34  00   430.76  -139.51   291.26
2023  07  07  01  35  00   413.33  -137.33   276.00
2023  07  07  01  36  00   387.61  -140.58   247.04
2023  07  07  01  37  00   359.88  -137.83   222.05
2023  07  07  01  38  00   363.20  -157.52   205.68
2023  07  07  01  39  00   350.74  -161.00   189.74
2023  07  07  01  40  00   352.85  -161.60   191.25
2023  07  07  01  41  00   365.66  -170.76   194.90
2023  07  07  01  42  00   353.97  -157.60   196.38
2023  07  07  01  43  00   350.57  -161.33   189.24
2023  07  07  01  44  00   344.55  -166.59   177.96
2023  07  07  01  45  00   357.74  -182.84   174.90
2023  07  07  01  46  00   360.67  -186.94   173.74
2023  07  07  01  47  00   361.55  -180.98   180.57
2023  07  07  01  48  00   363.70  -183.66   180.04
2023  07  07  01  49  00   363.69  -190.66   173.04
2023  07  07  01  50  00   364.43  -197.03   167.40
2023  07  07  01  51  00   373.82  -206.30   167.51
2023  07  07  01  52  00   365.52  -207.34   158.19
2023  07  07  01  53  00   366.66  -207.49   159.17
2023  07  07  01  54  00   363.97  -204.30   159.66
2023  07  07  01  55  00   358.20  -200.82   157.38
2023  07  07  01  56  00   342.89  -187.56   155.33
2023  07  07  01  57  00   328.62  -175.69   152.93
2023  07  07  01  58  00   382.45  -229.62   152.83
2023  07  07  01  59  00   421.44  -266.62   154.82
2023  07  07  02  00  00   452.66  -291.62   161.04
2023  07  07  02  01  00   465.46  -300.65   164.81
2023  07  07  02  02  00   461.32  -299.65   161.67
2023  07  07  02  03  00   472.28  -313.68   158.60
2023  07  07  02  04  00   474.86  -313.71   161.14
2023  07  07  02  05  00   475.05  -312.75   162.30
2023  07  07  02  06  00   467.03  -309.75   157.28
2023  07  07  02  07  00   446.96  -298.78   148.19
2023  07  07  02  08  00   428.31  -288.76   139.54
2023  07  07  02  09  00   415.74  -279.77   135.97
2023  07  07  02  10  00   404.89  -269.77   135.12
2023  07  07  02  11  00   383.84  -251.77   132.07
2023  07  07  02  12  00   365.75  -237.78   127.97
2023  07  07  02  13  00   351.31  -224.79   126.52
2023  07  07  02  14  00   335.32  -212.81   122.51
2023  07  07  02  15  00   320.07  -199.84   120.24
2023  07  07  02  16  00   308.43  -187.86   120.57
2023  07  07  02  17  00   300.39  -181.89   118.50
2023  07  07  02  18  00   291.69  -175.92   115.78
2023  07  07  02  19  00   286.88  -171.94   114.94
2023  07  07  02  20  00   287.10  -170.97   116.13
2023  07  07  02  21  00   286.35  -167.00   119.35
2023  07  07  02  22  00   285.19  -162.03   123.16
2023  07  07  02  23  00   293.77  -168.06   125.71
2023  07  07  02  24  00   288.74  -167.09   121.66
2023  07  07  02  25  00   280.37  -160.11   120.26
2023  07  07  02  26  00   276.18  -159.13   117.05
2023  07  07  02  27  00   262.33  -150.15   112.17
2023  07  07  02  28  00   248.69  -139.18   109.50
2023  07  07  02  29  00   248.75  -143.35   105.40
2023  07  07  02  30  00   249.56  -148.68   100.89
2023  07  07  02  31  00   251.55  -150.01   101.54
2023  07  07  02  32  00   255.32  -156.08    99.24
2023  07  07  02  33  00   256.38  -158.30    98.07
2023  07  07  02  34  00   250.22  -154.17    96.05
2023  07  07  02  35  00   235.41  -147.29    88.11
2023  07  07  02  36  00   224.99  -142.01    82.98
2023  07  07  02  37  00   220.00  -137.02    82.98
2023  07  07  02  38  00   216.40  -134.41    81.99
2023  07  07  02  39  00   216.21  -133.26    82.94
2023  07  07  02  40  00   216.14  -133.95    82.19
2023  07  07  02  41  00   214.96  -134.22    80.75
2023  07  07  02  42  00   217.81  -138.36    79.45
2023  07  07  02  43  00   213.02  -138.30    74.72
2023  07  07  02  44  00   208.74  -138.42    70.32
2023  07  07  02  45  00   207.67  -137.54    70.12
2023  07  07  02  46  00   203.86  -133.38    70.48
2023  07  07  02  47  00   201.58  -131.29    70.29
2023  07  07  02  48  00   202.13  -132.32    69.81
2023  07  07  02  49  00   199.59  -130.02    69.58
2023  07  07  02  50  00   196.28  -127.14    69.14
2023  07  07  02  51  00   199.45  -127.24    72.21
2023  07  07  02  52  00   195.55  -122.14    73.41
2023  07  07  02  53  00   196.22  -115.50    80.72
2023  07  07  02  54  00   210.24  -108.36   101.88
2023  07  07  02  55  00   232.68  -103.38   129.30
2023  07  07  02  56  00   248.28  -101.50   146.79
2023  07  07  02  57  00   260.03  -101.53   158.50
2023  07  07  02  58  00   269.13  -100.14   168.99
2023  07  07  02  59  00   276.42   -99.77   176.65
2023  07  07  03  00  00   294.34   -99.43   194.91
2023  07  07  03  01  00   294.86   -96.24   198.62
2023  07  07  03  02  00   292.73   -98.89   193.84
2023  07  07  03  03  00   272.63  -102.67   169.96
2023  07  07  03  04  00   254.77  -102.45   152.32
2023  07  07  03  05  00   241.93  -101.62   140.31
2023  07  07  03  06  00   237.42  -100.49   136.92
2023  07  07  03  07  00   229.11   -95.35   133.75
2023  07  07  03  08  00   213.67   -90.03   123.65
2023  07  07  03  09  00   202.67   -92.79   109.89
2023  07  07  03  10  00   203.52  -101.45   102.07
2023  07  07  03  11  00   199.37  -103.80    95.57
2023  07  07  03  12  00   194.74  -101.17    93.57
2023  07  07  03  13  00   191.69  -100.29    91.40
2023  07  07  03  14  00   194.33  -102.44    91.89
2023  07  07  03  15  00   195.24  -101.65    93.59
2023  07  07  03  16  00   184.98   -99.69    85.29
2023  07  07  03  17  00   179.02   -97.25    81.77
2023  07  07  03  18  00   173.84   -93.13    80.71
2023  07  07  03  19  00   174.77   -87.08    87.68
2023  07  07  03  20  00   178.88   -85.33    93.55
2023  07  07  03  21  00   188.04   -88.21    99.83
2023  07  07  03  22  00   199.13   -90.95   108.19
2023  07  07  03  23  00   198.04   -89.33   108.71
2023  07  07  03  24  00   197.61   -85.23   112.38
2023  07  07  03  25  00   205.77   -83.81   121.96
2023  07  07  03  26  00   209.30   -82.34   126.96
2023  07  07  03  27  00   200.53   -79.38   121.15
2023  07  07  03  28  00   196.77   -78.42   118.36
2023  07  07  03  29  00   200.05   -80.69   119.35
2023  07  07  03  30  00   197.48   -80.68   116.80
2023  07  07  03  31  00   190.41   -75.19   115.23
2023  07  07  03  32  00   174.39   -66.35   108.04
2023  07  07  03  33  00   164.37   -60.24   104.13
2023  07  07  03  34  00   164.99   -61.55   103.44
2023  07  07  03  35  00   169.87   -66.21   103.65
2023  07  07  03  36  00   169.79   -68.33   101.45
2023  07  07  03  37  00   166.61   -65.86   100.74
2023  07  07  03  38  00   170.05   -64.73   105.33
2023  07  07  03  39  00   174.99   -65.18   109.81
2023  07  07  03  40  00   176.99   -65.09   111.90
2023  07  07  03  41  00   175.37   -65.84   109.53
2023  07  07  03  42  00   176.66   -69.19   107.48
2023  07  07  03  43  00   170.72   -70.70   100.02
2023  07  07  03  44  00   164.83   -74.35    90.48
2023  07  07  03  45  00   158.95   -81.30    77.65
2023  07  07  03  46  00   158.24   -86.72    71.52
2023  07  07  03  47  00   161.74   -88.21    73.53
2023  07  07  03  48  00   153.81   -86.35    67.46
2023  07  07  03  49  00   150.30   -85.84    64.46
2023  07  07  03  50  00   159.09   -87.93    71.16
2023  07  07  03  51  00   163.81   -90.52    73.28
2023  07  07  03  52  00   159.93   -90.96    68.97
2023  07  07  03  53  00   158.89   -88.87    70.02
2023  07  07  03  54  00   160.95   -88.36    72.60
2023  07  07  03  55  00   169.00   -82.42    86.59
2023  07  07  03  56  00   167.16   -73.08    94.08
2023  07  07  03  57  00   177.04   -68.29   108.76
2023  07  07  03  58  00   182.78   -66.42   116.37
2023  07  07  03  59  00   210.46   -63.05   147.41
2023  07  07  04  00  00   236.34   -62.55   173.78
2023  07  07  04  01  00   258.25   -71.39   186.86
2023  07  07  04  02  00   286.16   -77.23   208.93
2023  07  07  04  03  00   304.53   -75.78   228.75
2023  07  07  04  04  00   305.87   -66.54   239.33
2023  07  07  04  05  00   306.69   -57.41   249.28
2023  07  07  04  06  00   300.04   -55.74   244.30
2023  07  07  04  07  00   300.78   -61.15   239.64
2023  07  07  04  08  00   294.18   -62.24   231.93
2023  07  07  04  09  00   296.03   -60.71   235.32
2023  07  07  04  10  00   289.90   -56.26   233.64
2023  07  07  04  11  00   274.71   -59.48   215.23
2023  07  07  04  12  00   254.15   -66.04   188.11
2023  07  07  04  13  00   246.23   -70.91   175.32
2023  07  07  04  14  00   240.50   -69.35   171.15
2023  07  07  04  15  00   234.48   -68.69   165.79
2023  07  07  04  16  00   247.23   -74.85   172.39
2023  07  07  04  17  00   252.83   -80.96   171.87
2023  07  07  04  18  00   247.45   -78.36   169.09
2023  07  07  04  19  00   228.92   -74.61   154.31
2023  07  07  04  20  00   229.11   -75.62   153.49
2023  07  07  04  21  00   240.51   -84.91   155.60
2023  07  07  04  22  00   236.21   -87.54   148.67
2023  07  07  04  23  00   225.38   -87.33   138.05
2023  07  07  04  24  00   218.69   -77.84   140.85
2023  07  07  04  25  00   202.71   -62.80   139.91
2023  07  07  04  26  00   191.08   -46.73   144.35
2023  07  07  04  27  00   189.85   -45.70   144.15
2023  07  07  04  28  00   193.50   -46.35   147.15
2023  07  07  04  29  00   191.35   -43.84   147.51
2023  07  07  04  30  00   189.68   -42.10   147.58
2023  07  07  04  31  00   185.41   -40.64   144.77
2023  07  07  04  32  00   181.52   -39.94   141.58
2023  07  07  04  33  00   179.13   -38.55   140.58
2023  07  07  04  34  00   177.14   -38.65   138.48
2023  07  07  04  35  00   171.88   -38.76   133.12
2023  07  07  04  36  00   171.63   -38.66   132.97
2023  07  07  04  37  00   170.07   -38.67   131.40
2023  07  07  04  38  00   167.48   -38.88   128.60
2023  07  07  04  39  00   167.11   -39.24   127.87
2023  07  07  04  40  00   169.78   -38.75   131.03
2023  07  07  04  41  00   167.14   -38.50   128.64
2023  07  07  04  42  00   162.16   -38.31   123.86
2023  07  07  04  43  00   153.91   -38.03   115.88
2023  07  07  04  44  00   148.24   -37.98   110.26
2023  07  07  04  45  00   147.43   -38.53   108.90
2023  07  07  04  46  00   149.02   -40.37   108.65
2023  07  07  04  47  00   149.55   -43.78   105.77
2023  07  07  04  48  00   155.95   -47.34   108.61
2023  07  07  04  49  00   157.83   -48.86   108.97
2023  07  07  04  50  00   164.46   -59.07   105.39
2023  07  07  04  51  00   169.44   -60.19   109.25
2023  07  07  04  52  00   160.99   -54.64   106.36
2023  07  07  04  53  00   152.75   -47.14   105.61
2023  07  07  04  54  00   149.38   -41.01   108.37
2023  07  07  04  55  00   157.66   -36.72   120.94
2023  07  07  04  56  00   156.46   -32.27   124.19
2023  07  07  04  57  00   161.53   -29.88   131.65
2023  07  07  04  58  00   169.72   -30.38   139.35
2023  07  07  04  59  00   171.72   -32.99   138.72
2023  07  07  05  00  00   172.65   -37.26   135.39
2023  07  07  05  01  00   173.77   -39.11   134.66
2023  07  07  05  02  00   170.45   -33.51   136.94
2023  07  07  05  03  00   172.74   -33.35   139.39
2023  07  07  05  04  00   166.58   -33.24   133.35
2023  07  07  05  05  00   171.29   -37.97   133.32
2023  07  07  05  06  00   182.48   -45.26   137.22
2023  07  07  05  07  00   194.57   -45.89   148.69
2023  07  07  05  08  00   204.12   -42.25   161.87
2023  07  07  05  09  00   231.78   -48.67   183.11
2023  07  07  05  10  00   238.90   -50.41   188.49
2023  07  07  05  11  00   248.95   -49.87   199.08
2023  07  07  05  12  00   267.11   -51.75   215.36
2023  07  07  05  13  00   277.86   -50.68   227.18
2023  07  07  05  14  00   292.06   -59.29   232.77
2023  07  07  05  15  00   308.23   -73.57   234.66
2023  07  07  05  16  00   319.67   -85.10   234.57
2023  07  07  05  17  00   326.02   -82.64   243.38
2023  07  07  05  18  00   326.19   -78.55   247.64
2023  07  07  05  19  00   326.99   -76.23   250.76
2023  07  07  05  20  00   326.00   -81.15   244.84
2023  07  07  05  21  00   325.98   -86.88   239.11
2023  07  07  05  22  00   323.99   -93.96   230.03
2023  07  07  05  23  00   318.23   -96.02   222.21
2023  07  07  05  24  00   318.36   -96.20   222.15
2023  07  07  05  25  00   316.21   -92.77   223.45
2023  07  07  05  26  00   311.22   -90.35   220.86
2023  07  07  05  27  00   310.74   -86.37   224.37
2023  07  07  05  28  00   322.41   -92.71   229.71
2023  07  07  05  29  00   331.99   -99.61   232.38
2023  07  07  05  30  00   329.06   -94.88   234.17
2023  07  07  05  31  00   338.00  -100.09   237.91
2023  07  07  05  32  00   351.07  -102.91   248.16
2023  07  07  05  33  00   357.18  -103.64   253.54
2023  07  07  05  34  00   359.28   -97.49   261.79
2023  07  07  05  35  00   347.25   -85.87   261.38
2023  07  07  05  36  00   354.35   -93.45   260.89
2023  07  07  05  37  00   362.30   -99.82   262.48
2023  07  07  05  38  00   361.75   -98.06   263.69
2023  07  07  05  39  00   362.29   -97.34   264.96
2023  07  07  05  40  00   360.99   -99.94   261.05
2023  07  07  05  41  00   367.05  -108.76   258.29
2023  07  07  05  42  00   361.65  -106.85   254.80
2023  07  07  05  43  00   364.80  -111.53   253.27
2023  07  07  05  44  00   361.70  -112.11   249.59
2023  07  07  05  45  00   376.40  -129.96   246.44
2023  07  07  05  46  00   347.47   -98.52   248.95
2023  07  07  05  47  00   368.45  -117.40   251.06
2023  07  07  05  48  00   433.38  -180.30   253.08
2023  07  07  05  49  00   471.59  -219.99   251.60
2023  07  07  05  50  00   487.31  -236.08   251.23
2023  07  07  05  51  00   480.64  -228.60   252.04
2023  07  07  05  52  00   470.81  -210.75   260.05
2023  07  07  05  53  00   536.82  -279.57   257.25
2023  07  07  05  54  00   556.88  -302.48   254.40
2023  07  07  05  55  00   578.25  -323.19   255.07
2023  07  07  05  56  00   605.66  -347.09   258.58
2023  07  07  05  57  00   614.97  -352.66   262.30
2023  07  07  05  58  00   617.85  -350.34   267.50
2023  07  07  05  59  00   631.54  -361.63   269.91
2023  07  07  06  00  00   625.24  -357.54   267.70
2023  07  07  06  01  00   641.94  -370.82   271.13
2023  07  07  06  02  00   642.97  -369.51   273.46
2023  07  07  06  03  00   653.07  -378.69   274.37
2023  07  07  06  04  00   651.85  -381.10   270.75
2023  07  07  06  05  00   654.58  -386.07   268.52
2023  07  07  06  06  00   651.95  -384.51   267.44
2023  07  07  06  07  00   639.28  -374.82   264.46
2023  07  07  06  08  00   636.99  -377.06   259.93
2023  07  07  06  09  00   569.56  -312.09   257.47
2023  07  07  06  10  00   546.98  -287.10   259.87
2023  07  07  06  11  00   500.94  -236.05   264.89
2023  07  07  06  12  00   485.66  -219.64   266.02
2023  07  07  06  13  00   459.00  -191.73   267.27
2023  07  07  06  14  00   438.05  -167.13   270.92
2023  07  07  06  15  00   456.75  -179.90   276.85
2023  07  07  06  16  00   500.80  -215.69   285.12
2023  07  07  06  17  00   503.42  -210.50   292.92
2023  07  07  06  18  00   496.96  -195.94   301.02
2023  07  07  06  19  00   513.86  -200.42   313.43
2023  07  07  06  20  00   521.03  -203.35   317.68
2023  07  07  06  21  00   548.22  -227.96   320.26
2023  07  07  06  22  00   552.48  -228.08   324.40
2023  07  07  06  23  00   617.41  -293.68   323.73
2023  07  07  06  24  00   641.98  -322.07   319.91
2023  07  07  06  25  00   656.25  -339.63   316.62
2023  07  07  06  26  00   655.78  -335.10   320.68
2023  07  07  06  27  00   666.49  -339.88   326.61
2023  07  07  06  28  00   647.63  -321.06   326.56
2023  07  07  06  29  00   625.04  -306.75   318.29
2023  07  07  06  30  00   601.69  -285.59   316.10
2023  07  07  06  31  00   589.84  -275.29   314.55
2023  07  07  06  32  00   576.88  -266.36   310.52
2023  07  07  06  33  00   572.61  -265.69   306.92
2023  07  07  06  34  00   574.60  -268.60   305.99
2023  07  07  06  35  00   583.74  -275.28   308.47
2023  07  07  06  36  00   555.54  -251.06   304.47
2023  07  07  06  37  00   542.34  -242.02   300.33
2023  07  07  06  38  00   529.44  -238.20   291.24
2023  07  07  06  39  00   523.38  -242.24   281.15
2023  07  07  06  40  00   528.66  -247.46   281.20
2023  07  07  06  41  00   555.99  -274.04   281.95
2023  07  07  06  42  00   610.05  -321.53   288.51
2023  07  07  06  43  00   602.36  -307.71   294.65
2023  07  07  06  44  00   593.22  -301.79   291.42
2023  07  07  06  45  00   589.74  -302.52   287.22
2023  07  07  06  46  00   559.33  -275.41   283.92
2023  07  07  06  47  00   561.17  -281.98   279.20
2023  07  07  06  48  00   563.52  -278.85   284.66
2023  07  07  06  49  00   579.30  -291.67   287.63
2023  07  07  06  50  00   580.75  -287.74   293.01
2023  07  07  06  51  00   575.28  -277.79   297.49
2023  07  07  06  52  00   584.79  -274.23   310.56
2023  07  07  06  53  00   598.51  -270.52   327.99
2023  07  07  06  54  00   599.36  -254.32   345.05
2023  07  07  06  55  00   604.94  -249.45   355.49
2023  07  07  06  56  00   598.36  -238.90   359.46
2023  07  07  06  57  00   587.02  -239.51   347.50
2023  07  07  06  58  00   568.75  -243.93   324.83
2023  07  07  06  59  00   553.52  -240.41   313.11
2023  07  07  07  00  00   532.45  -232.75   299.70
2023  07  07  07  01  00   507.61  -220.53   287.08
2023  07  07  07  02  00   489.63  -216.87   272.76
2023  07  07  07  03  00   477.35  -212.84   264.52
2023  07  07  07  04  00   467.01  -203.28   263.74
2023  07  07  07  05  00   442.08  -187.70   254.39
2023  07  07  07  06  00   429.23  -178.39   250.84
2023  07  07  07  07  00   434.11  -182.87   251.24
2023  07  07  07  08  00   441.02  -191.81   249.21
2023  07  07  07  09  00   451.86  -205.71   246.15
2023  07  07  07  10  00   456.46  -213.76   242.71
2023  07  07  07  11  00   453.32  -212.87   240.45
2023  07  07  07  12  00   440.88  -199.18   241.70
2023  07  07  07  13  00   430.44  -185.39   245.04
2023  07  07  07  14  00   427.29  -176.94   250.35
2023  07  07  07  15  00   424.67  -168.15   256.52
2023  07  07  07  16  00   418.56  -157.50   261.06
2023  07  07  07  17  00   409.71  -146.72   262.99
2023  07  07  07  18  00   409.74  -145.75   263.99
2023  07  07  07  19  00   408.79  -144.98   263.81
2023  07  07  07  20  00   403.48  -138.22   265.27
2023  07  07  07  21  00   402.21  -135.34   266.86
2023  07  07  07  22  00   404.05  -134.10   269.95
2023  07  07  07  23  00   396.41  -128.56   267.85
2023  07  07  07  24  00   392.72  -124.97   267.75
2023  07  07  07  25  00   391.69  -125.02   266.66
2023  07  07  07  26  00   386.03  -127.09   258.94
2023  07  07  07  27  00   384.56  -132.43   252.13
2023  07  07  07  28  00   397.17  -146.16   251.00
2023  07  07  07  29  00   407.45  -156.00   251.45
2023  07  07  07  30  00   419.67  -170.78   248.88
2023  07  07  07  31  00   414.05  -173.12   240.93
2023  07  07  07  32  00   396.76  -166.00   230.75
2023  07  07  07  33  00   390.42  -161.71   228.71
2023  07  07  07  34  00   390.23  -166.73   223.50
2023  07  07  07  35  00   383.18  -164.01   219.18
2023  07  07  07  36  00   384.04  -160.23   223.81
2023  07  07  07  37  00   378.07  -155.44   222.62
2023  07  07  07  38  00   379.92  -145.45   234.47
2023  07  07  07  39  00   366.98  -126.42   240.56
2023  07  07  07  40  00   378.43  -106.12   272.32
2023  07  07  07  41  00   407.72   -93.43   314.29
2023  07  07  07  42  00   401.13   -90.87   310.26
2023  07  07  07  43  00   394.16   -86.35   307.81
2023  07  07  07  44  00   419.34  -101.16   318.19
2023  07  07  07  45  00   413.07  -104.99   308.07
2023  07  07  07  46  00   406.97  -110.27   296.69
2023  07  07  07  47  00   414.00  -122.12   291.89
2023  07  07  07  48  00   431.04  -144.24   286.79
2023  07  07  07  49  00   424.65  -153.99   270.66
2023  07  07  07  50  00   442.54  -168.86   273.68
2023  07  07  07  51  00   462.46  -181.39   281.07
2023  07  07  07  52  00   474.24  -189.74   284.51
2023  07  07  07  53  00   481.62  -200.10   281.52
2023  07  07  07  54  00   489.35  -210.32   279.03
2023  07  07  07  55  00   512.38  -225.57   286.81
2023  07  07  07  56  00   542.16  -247.30   294.86
2023  07  07  07  57  00   573.52  -261.35   312.18
2023  07  07  07  58  00   600.86  -272.78   328.07
2023  07  07  07  59  00   608.84  -280.63   328.21
2023  07  07  08  00  00   607.57  -286.41   321.16
2023  07  07  08  01  00   613.69  -298.53   315.15
2023  07  07  08  02  00   626.52  -309.17   317.35
2023  07  07  08  03  00   648.30  -341.08   307.22
2023  07  07  08  04  00   657.69  -358.64   299.05
2023  07  07  08  05  00   654.76  -364.74   290.02
2023  07  07  08  06  00   635.81  -350.35   285.46
2023  07  07  08  07  00   599.66  -323.93   275.73
2023  07  07  08  08  00   565.68  -297.56   268.12
2023  07  07  08  09  00   558.40  -291.71   266.69
2023  07  07  08  10  00   583.28  -311.65   271.63
2023  07  07  08  11  00   604.11  -321.27   282.84
2023  07  07  08  12  00   611.17  -317.65   293.52
2023  07  07  08  13  00   617.03  -315.99   301.04
2023  07  07  08  14  00   637.73  -323.81   313.92
2023  07  07  08  15  00   648.81  -315.94   332.87
2023  07  07  08  16  00   656.11  -308.71   347.40
2023  07  07  08  17  00   657.71  -299.24   358.47
2023  07  07  08  18  00   671.92  -312.20   359.72
2023  07  07  08  19  00   685.04  -318.43   366.61
2023  07  07  08  20  00   704.19  -320.59   383.60
2023  07  07  08  21  00   692.27  -319.29   372.98
2023  07  07  08  22  00   713.92  -334.15   379.77
2023  07  07  08  23  00   733.55  -348.74   384.81
2023  07  07  08  24  00   724.19  -337.23   386.96
2023  07  07  08  25  00   724.09  -345.44   378.65
2023  07  07  08  26  00   731.43  -351.89   379.54
2023  07  07  08  27  00   711.19  -340.59   370.60
2023  07  07  08  28  00   716.66  -348.74   367.92
2023  07  07  08  29  00   722.17  -362.89   359.29
2023  07  07  08  30  00   720.99  -366.55   354.44
2023  07  07  08  31  00   684.25  -341.68   342.57
2023  07  07  08  32  00   666.81  -335.14   331.67
2023  07  07  08  33  00   673.97  -351.86   322.11
2023  07  07  08  34  00   683.85  -364.53   319.32
2023  07  07  08  35  00   672.08  -365.19   306.89
2023  07  07  08  36  00   664.99  -370.96   294.02
2023  07  07  08  37  00   643.41  -356.07   287.34
2023  07  07  08  38  00   634.62  -354.68   279.93
2023  07  07  08  39  00   630.57  -349.89   280.67
2023  07  07  08  40  00   652.71  -371.19   281.53
2023  07  07  08  41  00   645.45  -363.75   281.71
2023  07  07  08  42  00   625.13  -346.29   278.84
2023  07  07  08  43  00   635.50  -353.84   281.65
2023  07  07  08  44  00   650.24  -368.17   282.07
2023  07  07  08  45  00   642.06  -362.25   279.81
2023  07  07  08  46  00   627.37  -349.39   277.98
2023  07  07  08  47  00   622.70  -344.70   278.00
2023  07  07  08  48  00   675.37  -399.12   276.25
2023  07  07  08  49  00   708.87  -430.51   278.36
2023  07  07  08  50  00   722.46  -445.48   276.98
2023  07  07  08  51  00   736.12  -461.54   274.58
2023  07  07  08  52  00   767.66  -506.21   261.46
2023  07  07  08  53  00   785.54  -533.50   252.03
2023  07  07  08  54  00   787.56  -543.90   243.66
