GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    9259 2023  7  7  9 45 29  36  3.6787    128.53580   1495.36759   1030.59059    -23.21851     18.19720     -0.79803    166.4    172.6      6.5     -3.7    490.7     90.4    201.6    213.8   0.58694   0.39435  38.36300
    9260 2023  7  7  9 45 32 715  3.6787    128.53550   1495.27136   1030.58886    -23.21968     18.21146     -0.80004    166.4    172.6      6.4     -3.8    490.9     90.5    201.6    213.8   0.58667   0.39435  38.37224
    9261 2023  7  7  9 45 36 394  3.6787    128.53519   1495.17452   1030.58712    -23.21840     18.21906     -0.80205    166.4    172.6      6.3     -3.9    491.1     90.6    201.6    213.8   0.58640   0.39435  38.36755
    9262 2023  7  7  9 45 40  73  3.6787    128.53487   1495.07720   1030.58537    -23.21465     18.21989     -0.80398    166.4    172.6      6.2     -4.0    491.4     90.7    201.6    213.8   0.58613   0.39435  38.37515
    9263 2023  7  7  9 45 43 751  3.6788    128.53457   1494.97958   1030.58362    -23.20840     18.21388     -0.80600    166.4    172.6      6.1     -4.1    491.6     90.8    201.6    213.8   0.58587   0.39435  38.37029
    9264 2023  7  7  9 45 47 430  3.6788    128.53428   1494.88183   1030.58186    -23.19968     18.20104     -0.80808    166.4    172.6      6.0     -4.3    491.9     90.9    201.6    213.8   0.58560   0.39435  38.37955
    9265 2023  7  7  9 45 51 109  3.6789    128.53400   1494.78413   1030.58010    -23.18852     18.18141     -0.81017    166.4    172.6      5.9     -4.4    492.1     91.0    201.6    213.8   0.58533   0.39435  38.37484
    9266 2023  7  7  9 45 54 788  3.6788    128.53375   1494.68664   1030.57835    -23.17496     18.15508     -0.81223    166.4    172.6      5.8     -4.5    492.3     91.1    201.6    213.8   0.58506   0.39435  38.38243
    9267 2023  7  7  9 45 58 467  3.6788    128.53352   1494.58952   1030.57660    -23.15904     18.12221     -0.81437    166.4    172.6      5.7     -4.6    492.6     91.2    201.6    213.8   0.58480   0.39435  38.37755
    9268 2023  7  7  9 46  2 145  3.6788    128.53332   1494.49288   1030.57487    -23.14079     18.08454     -0.81656    166.4    172.6      5.6     -4.8    492.7     91.4    201.6    213.8   0.58453   0.39435  38.38682
    9269 2023  7  7  9 46  5 824  3.6789    128.53314   1494.39652   1030.57316    -23.12025     18.04446     -0.81863    166.4    172.6      5.4     -4.9    492.8     91.6    204.5    215.9   0.58426   0.39435  38.38215
    9270 2023  7  7  9 46  9 503  3.6790    128.53297   1494.30638   1030.57186    -23.09372     17.99322     -0.82045    166.4    172.6      5.2     -5.1    492.9     91.9    204.5    215.9   0.58399   0.39435  38.38978
    9271 2023  7  7  9 46 13 182  3.6790    128.53282   1494.21851   1030.57078    -23.06195     17.93593     -0.82243    166.4    172.6      5.1     -5.2    492.9     92.1    204.5    215.9   0.58373   0.39435  38.38499
    9272 2023  7  7  9 46 16 861  3.6790    128.53268   1494.13252   1030.56977    -23.02643     17.87287     -0.82434    166.4    172.6      4.9     -5.4    493.0     92.3    204.5    215.9   0.58346   0.39435  38.39432
    9273 2023  7  7  9 46 20 540  3.6789    128.53253   1494.04834   1030.56882    -22.98779     17.80437     -0.82637    166.4    172.6      4.7     -5.6    493.0     92.6    204.5    215.9   0.58319   0.39435  38.38966
    9274 2023  7  7  9 46 24 219  3.6790    128.53237   1493.96596   1030.56790    -22.94648     17.73078     -0.82839    166.4    172.6      4.6     -5.7    493.1     92.8    204.5    215.9   0.58292   0.39435  38.39725
    9275 2023  7  7  9 46 27 898  3.6791    128.53217   1493.88538   1030.56701    -22.90288     17.65246     -0.83045    166.4    172.6      4.4     -5.9    493.1     93.0    204.5    215.9   0.58266   0.39435  38.39241
    9276 2023  7  7  9 46 31 578  3.6791    128.53191   1493.80661   1030.56615    -22.85731     17.56975     -0.83253    166.4    172.6      4.3     -6.0    493.2     93.2    204.5    215.9   0.58239   0.39435  38.40172
    9277 2023  7  7  9 46 35 257  3.6791    128.53160   1493.72962   1030.56531    -22.81005     17.48298     -0.83466    166.4    172.6      4.1     -6.2    493.2     93.5    204.5    215.9   0.58212   0.39435  38.39703
    9278 2023  7  7  9 46 38 936  3.6791    128.53123   1493.65436   1030.56448    -22.76134     17.39245     -0.83682    166.4    172.6      3.9     -6.3    493.3     93.7    204.5    215.9   0.58185   0.39435  38.40460
    9279 2023  7  7  9 46 42 615  3.6791    128.53082   1493.58074   1030.56367    -22.71139     17.29845     -0.83888    166.4    172.6      3.8     -6.5    493.4     93.9    204.5    215.9   0.58159   0.39435  38.39973
    9280 2023  7  7  9 46 46 294  3.6792    128.53038   1493.50865   1030.56287    -22.66039     17.20123     -0.84102    166.4    172.6      3.6     -6.7    493.4     94.2    204.5    215.9   0.58132   0.39435  38.40905
    9281 2023  7  7  9 46 49 973  3.6793    128.52994   1493.43798   1030.56207    -22.62070     17.10103     -0.84314    166.4    172.6      3.4     -6.8    493.5     94.4    204.5    215.9   0.58105   0.39435  38.40434
    9282 2023  7  7  9 46 53 653  3.6793    128.52951   1493.36863   1030.56128    -22.62021     16.99806     -0.84532    166.4    172.6      3.3     -7.0    493.5     94.6    204.5    215.9   0.58078   0.39435  38.41191
    9283 2023  7  7  9 46 57 332  3.6793    128.52909   1493.30046   1030.56048    -22.62004     16.89253     -0.84757    166.4    172.6      3.1     -7.1    493.6     94.9    204.5    215.9   0.58052   0.39435  38.40702
    9284 2023  7  7  9 47  1  11  3.6792    128.52870   1493.23332   1030.55968    -22.62023     16.78459     -0.84972    166.4    172.6      3.0     -7.2    493.6     95.0    204.5    215.9   0.58025   0.39435  38.41635
    9285 2023  7  7  9 47  4 690  3.6793    128.52835   1493.16704   1030.55887    -22.62079     16.67439     -0.85209    166.4    172.6      3.3     -7.0    493.6     94.9    204.5    215.9   0.57998   0.39435  38.41162
    9286 2023  7  7  9 47  8 370  3.6793    128.52802   1493.09930   1030.55924    -22.62297     16.55407     -0.85380    166.4    172.6      3.5     -6.8    493.6     94.8    204.5    215.9   0.57971   0.39435  38.41918
    9287 2023  7  7  9 47 12  49  3.6794    128.52775   1493.03216   1030.56011    -22.62590     16.43139     -0.85558    166.4    172.6      3.7     -6.6    493.6     94.7    204.5    215.9   0.57945   0.39435  38.41427
    9288 2023  7  7  9 47 15 728  3.6794    128.52753   1492.96555   1030.56116    -22.62932     16.30639     -0.85720    166.4    172.6      3.9     -6.5    493.6     94.6    204.5    215.9   0.57918   0.39435  38.42361
    9289 2023  7  7  9 47 19 408  3.6794    128.52735   1492.89937   1030.56232    -22.63316     16.17917     -0.85878    166.4    172.6      4.2     -6.3    493.6     94.4    204.5    215.9   0.57891   0.39435  38.41886
    9290 2023  7  7  9 47 23  87  3.6794    128.52720   1492.83347   1030.56358    -22.63741     16.04982     -0.86039    166.4    172.6      4.4     -6.1    493.6     94.3    204.5    215.9   0.57864   0.39435  38.42642
    9291 2023  7  7  9 47 26 767  3.6794    128.52712   1492.76772   1030.56491    -22.64202     15.91839     -0.86195    166.4    172.6      4.6     -5.9    493.6     94.2    204.5    215.9   0.57838   0.39435  38.42149
    9292 2023  7  7  9 47 30 446  3.6795    128.52711   1492.70219   1030.56630    -22.64698     15.78493     -0.86352    166.4    172.6      4.8     -5.7    493.6     94.1    204.5    215.9   0.57811   0.39435  38.43084
    9293 2023  7  7  9 47 34 126  3.6796    128.52719   1492.63709   1030.56776    -22.65227     15.64944     -0.86487    166.4    172.6      5.0     -5.5    493.6     94.0    204.5    215.9   0.57784   0.39435  38.42607
    9294 2023  7  7  9 47 37 805  3.6796    128.52734   1492.57188   1030.56927    -22.65785     15.51189     -0.86607    166.4    172.6      5.3     -5.3    493.6     93.9    204.5    215.9   0.57757   0.39435  38.43362
    9295 2023  7  7  9 47 41 485  3.6795    128.52753   1492.50648   1030.57085    -22.66370     15.37223     -0.86704    166.4    172.6      5.5     -5.2    493.6     93.8    204.5    215.9   0.57731   0.39435  38.42867
    9296 2023  7  7  9 47 45 164  3.6795    128.52770   1492.44082   1030.57249    -22.66977     15.23035     -0.86792    166.4    172.6      5.7     -5.0    493.6     93.7    204.5    215.9   0.57704   0.39435  38.43803
    9297 2023  7  7  9 47 48 844  3.6796    128.52780   1492.37482   1030.57418    -22.67603     15.08615     -0.86872    166.4    172.6      5.9     -4.8    493.6     93.6    204.5    215.9   0.57677   0.39435  38.43325
    9298 2023  7  7  9 47 52 524  3.6797    128.52780   1492.30847   1030.57593    -22.68245     14.93949     -0.86940    166.4    172.6      6.1     -4.6    493.6     93.5    204.5    215.9   0.57650   0.39435  38.44079
    9299 2023  7  7  9 47 56 203  3.6797    128.52769   1492.24172   1030.57773    -22.68901     14.79021     -0.87020    166.4    172.6      6.4     -4.4    493.6     93.3    204.5    215.9   0.57623   0.39435  38.43583
    9300 2023  7  7  9 47 59 883  3.6797    128.52746   1492.17455   1030.57958    -22.69568     14.63814     -0.87061    166.4    172.6      6.6     -4.2    493.6     93.2    204.5    215.9   0.57597   0.39435  38.44520
    9301 2023  7  7  9 48  3 563  3.6797    128.52713   1492.10691   1030.58149    -22.70246     14.48310     -0.87082    166.4    172.6      6.6     -4.2    493.1     93.5    204.5    215.9   0.57570   0.39435  38.44041
    9302 2023  7  7  9 48  7 243  3.6797    128.52669   1492.03843   1030.58345    -22.70933     14.32489     -0.87083    166.4    172.6      6.6     -4.2    492.6     93.7    205.9    218.2   0.57543   0.39435  38.44799
    9303 2023  7  7  9 48 10 922  3.6798    128.52618   1491.97269   1030.58432    -22.71500     14.17359     -0.87139    166.4    172.6      6.6     -4.2    492.0     94.0    205.9    218.2   0.57516   0.39435  38.44304
    9304 2023  7  7  9 48 14 602  3.6799    128.52560   1491.90656   1030.58474    -22.72039     14.01925     -0.87187    166.4    172.6      6.5     -4.2    491.5     94.2    205.9    218.2   0.57490   0.39435  38.45247
    9305 2023  7  7  9 48 18 282  3.6799    128.52497   1491.83988   1030.58502    -22.72580     13.86176     -0.87204    166.4    172.6      6.5     -4.3    490.9     94.5    205.9    218.2   0.57463   0.39435  38.44777
    9306 2023  7  7  9 48 21 962  3.6799    128.52432   1491.77259   1030.58522    -22.73130     13.70096     -0.87218    166.4    172.6      6.5     -4.3    490.4     94.7    205.9    218.2   0.57436   0.39435  38.45532
    9307 2023  7  7  9 48 25 642  3.6798    128.52364   1491.70462   1030.58536    -22.73691     13.53666     -0.87216    166.4    172.6      6.5     -4.3    489.9     95.0    205.9    218.2   0.57409   0.39435  38.45039
    9308 2023  7  7  9 48 29 322  3.6799    128.52291   1491.63593   1030.58545    -22.74267     13.36869     -0.87192    166.4    172.6      6.5     -4.3    489.4     95.2    205.9    218.2   0.57383   0.39435  38.45980
    9309 2023  7  7  9 48 33   2  3.6800    128.52211   1491.56646   1030.58549    -22.74862     13.19692     -0.87157    166.4    172.6      6.5     -4.3    488.8     95.5    205.9    218.2   0.57356   0.39435  38.45505
    9310 2023  7  7  9 48 36 682  3.6800    128.52124   1491.49619   1030.58548    -22.75479     13.02130     -0.87103    166.4    172.6      6.5     -4.3    488.3     95.7    205.9    218.2   0.57329   0.39435  38.46257
    9311 2023  7  7  9 48 40 362  3.6800    128.52032   1491.42508   1030.58542    -22.76125     12.84179     -0.87047    166.4    172.6      6.4     -4.3    487.8     96.0    205.9    218.2   0.57302   0.39435  38.45762
    9312 2023  7  7  9 48 44  42  3.6800    128.51939   1491.35308   1030.58531    -22.76806     12.65843     -0.86975    166.4    172.6      6.4     -4.3    487.2     96.2    205.9    218.2   0.57276   0.39435  38.46703
    9313 2023  7  7  9 48 47 722  3.6800    128.51852   1491.28008   1030.58514    -22.77526     12.47130     -0.86893    166.4    172.6      6.4     -4.3    486.7     96.5    205.9    218.2   0.57249   0.39434  38.46225
    9314 2023  7  7  9 48 51 402  3.6801    128.51772   1491.20603   1030.58491    -22.78290     12.28056     -0.86802    166.4    172.6      6.4     -4.3    486.2     96.7    205.9    218.2   0.57222   0.39434  38.46977
    9315 2023  7  7  9 48 55  82  3.6802    128.51703   1491.13085   1030.58463    -22.79105     12.08639     -0.86691    166.4    172.6      6.4     -4.3    485.7     97.0    205.9    218.2   0.57195   0.39434  38.46479
    9316 2023  7  7  9 48 58 762  3.6802    128.51643   1491.05450   1030.58428    -22.79976     11.88906     -0.86562    166.4    172.6      6.4     -4.3    485.1     97.2    205.9    218.2   0.57169   0.39434  38.47422
    9317 2023  7  7  9 49  2 442  3.6802    128.51592   1490.97694   1030.58386    -22.80910     11.68889     -0.86424    166.4    172.6      6.4     -4.3    485.0     97.3    205.9    218.2   0.57142   0.39434  38.46942
    9318 2023  7  7  9 49  6 122  3.6802    128.51551   1490.89808   1030.58339    -22.81911     11.65122     -0.86282    166.4    172.6      6.4     -4.2    485.0     97.2    205.9    218.2   0.57115   0.39434  38.47693
    9319 2023  7  7  9 49  9 803  3.6802    128.51519   1490.81724   1030.58278    -22.82979     11.65258     -0.86136    166.4    172.6      6.5     -4.1    485.0     97.2    205.9    218.2   0.57088   0.39434  38.47193
    9320 2023  7  7  9 49 13 483  3.6802    128.51495   1490.73481   1030.58207    -22.84121     11.65388     -0.85975    166.4    172.6      6.5     -4.1    485.0     97.2    205.9    218.2   0.57061   0.39434  38.48137
    9321 2023  7  7  9 49 17 163  3.6803    128.51477   1490.65082   1030.58129    -22.85340     11.65512     -0.85803    166.4    172.6      6.5     -4.0    485.0     97.1    205.9    218.2   0.57035   0.39434  38.47655
    9322 2023  7  7  9 49 20 844  3.6804    128.51464   1490.56527   1030.58044    -22.86642     11.65632     -0.85622    166.4    172.6      6.6     -3.9    485.0     97.1    205.9    218.2   0.57008   0.39434  38.48406
    9323 2023  7  7  9 49 24 524  3.6804    128.51453   1490.47815   1030.57951    -22.88030     11.65747     -0.85420    166.4    172.6      6.6     -3.9    485.0     97.1    205.9    218.2   0.56981   0.39434  38.47904
    9324 2023  7  7  9 49 28 204  3.6803    128.51446   1490.38944   1030.57851    -22.89504     11.65856     -0.85222    166.4    172.6      6.7     -3.8    485.0     97.0    205.9    218.2   0.56954   0.39434  38.48849
    9325 2023  7  7  9 49 31 885  3.6803    128.51444   1490.29914   1030.57745    -22.91065     11.65959     -0.85010    166.4    172.6      6.7     -3.7    485.0     97.0    205.9    218.2   0.56928   0.39434  38.48365
    9326 2023  7  7  9 49 35 565  3.6804    128.51449   1490.20729   1030.57633    -22.92711     11.66055     -0.84785    166.4    172.6      6.7     -3.7    485.0     96.9    205.9    218.2   0.56901   0.39434  38.49115
    9327 2023  7  7  9 49 39 246  3.6805    128.51460   1490.11394   1030.57515    -22.94442     11.66144     -0.84550    166.4    172.6      6.8     -3.6    485.0     96.9    205.9    218.2   0.56874   0.39434  38.48611
    9328 2023  7  7  9 49 42 926  3.6805    128.51474   1490.01916   1030.57392    -22.96256     11.66225     -0.84314    166.4    172.6      6.8     -3.5    485.0     96.9    205.9    218.2   0.56847   0.39434  38.49557
    9329 2023  7  7  9 49 46 607  3.6805    128.51487   1489.92302   1030.57264    -22.98150     11.66300     -0.84089    166.4    172.6      6.9     -3.4    485.0     96.8    205.9    218.2   0.56821   0.39434  38.49071
    9330 2023  7  7  9 49 50 287  3.6805    128.51494   1489.82560   1030.57132    -23.02094     11.66365     -0.83850    166.4    172.6      6.9     -3.4    485.0     96.8    205.9    218.2   0.56794   0.39434  38.49820
    9331 2023  7  7  9 49 53 968  3.6805    128.51494   1489.72699   1030.56997    -23.21543     11.66419     -0.83601    166.4    172.6      6.9     -3.3    485.0     96.8    205.9    218.2   0.56767   0.39434  38.49314
    9332 2023  7  7  9 49 57 648  3.6806    128.51489   1489.62731   1030.56860    -23.40451     11.66462     -0.83345    166.4    172.6      7.0     -3.2    485.0     96.7    205.9    218.2   0.56740   0.39434  38.50262
    9333 2023  7  7  9 50  1 329  3.6807    128.51478   1489.52671   1030.56721    -23.58758     11.66492     -0.83085    166.4    172.6      7.0     -3.2    484.9     96.6    205.9    218.2   0.56714   0.39434  38.49774
    9334 2023  7  7  9 50  5  10  3.6807    128.51463   1489.42500   1030.56583    -23.76407     11.66510     -0.82834    166.4    172.6      7.0     -3.2    484.6     96.2    207.9    222.7   0.56687   0.39434  38.50528
    9335 2023  7  7  9 50  8 690  3.6807    128.51445   1489.31814   1030.56413    -23.93288     11.66517     -0.82589    166.4    172.6      7.0     -3.2    484.3     95.9    207.9    222.7   0.56660   0.39434  38.50023
    9336 2023  7  7  9 50 12 371  3.6807    128.51422   1489.20971   1030.56230    -24.09330     11.66510     -0.82349    166.4    172.6      7.0     -3.2    484.0     95.5    207.9    222.7   0.56633   0.39434  38.50976
    9337 2023  7  7  9 50 16  52  3.6807    128.51397   1489.10025   1030.56045    -24.24528     11.66487     -0.82115    166.4    172.6      6.9     -3.2    483.7     95.2    207.9    222.7   0.56606   0.39434  38.50499
    9338 2023  7  7  9 50 19 733  3.6808    128.51376   1488.99003   1030.55861    -24.38837     11.66448     -0.81852    166.4    172.6      6.9     -3.3    483.4     94.8    207.9    222.7   0.56580   0.39434  38.51249
    9339 2023  7  7  9 50 23 413  3.6809    128.51363   1488.87928   1030.55679    -24.52215     11.66393     -0.81608    166.4    172.6      6.9     -3.3    483.2     94.5    207.9    222.7   0.56553   0.39434  38.50747
    9340 2023  7  7  9 50 27  94  3.6809    128.51364   1488.76820   1030.55501    -24.64620     11.66322     -0.81364    166.4    172.6      6.9     -3.3    482.9     94.1    207.9    222.7   0.56526   0.39434  38.51699
    9341 2023  7  7  9 50 30 775  3.6808    128.51380   1488.65699   1030.55329    -24.76009     11.75601     -0.81133    166.4    172.6      6.9     -3.3    482.6     93.8    207.9    222.7   0.56499   0.39434  38.51215
    9342 2023  7  7  9 50 34 456  3.6808    128.51408   1488.54582   1030.55163    -24.86340     11.96159     -0.80901    166.4    172.6      6.9     -3.3    482.3     93.4    207.9    222.7   0.56473   0.39434  38.51964
    9343 2023  7  7  9 50 38 137  3.6809    128.51445   1488.43489   1030.55005    -24.95575     12.17537     -0.80666    166.4    172.6      6.9     -3.3    482.1     93.1    207.9    222.7   0.56446   0.39434  38.51460
    9344 2023  7  7  9 50 41 818  3.6810    128.51486   1488.32442   1030.54856    -25.03679     12.35575     -0.80443    166.4    172.6      6.9     -3.3    481.8     92.7    207.9    222.7   0.56419   0.39434  38.52412
    9345 2023  7  7  9 50 45 499  3.6811    128.51525   1488.21463   1030.54717    -25.10619     12.49755     -0.80225    166.4    172.6      6.9     -3.4    481.6     92.4    207.9    222.7   0.56392   0.39434  38.51926
    9346 2023  7  7  9 50 49 180  3.6810    128.51557   1488.10575   1030.54589    -25.16362     12.59645     -0.80015    166.4    172.6      6.9     -3.4    481.3     92.0    207.9    222.7   0.56366   0.39434  38.52674
    9347 2023  7  7  9 50 52 861  3.6810    128.51578   1487.99795   1030.54473    -25.20881     12.81509     -0.79802    166.4    172.6      6.8     -3.4    481.1     91.7    207.9    222.7   0.56339   0.39434  38.52167
    9348 2023  7  7  9 50 56 542  3.6810    128.51586   1487.89145   1030.54371    -25.24145     13.02019     -0.79580    166.4    172.6      6.8     -3.4    480.8     91.4    207.9    222.7   0.56312   0.39434  38.53120
    9349 2023  7  7  9 51  0 223  3.6811    128.51576   1487.78642   1030.54281    -25.26131     13.19691     -0.79370    166.4    172.6      6.8     -3.4    480.6     91.0    207.9    222.7   0.56285   0.39434  38.52633
    9350 2023  7  7  9 51  3 904  3.6812    128.51551   1487.68304   1030.54207    -25.26818     13.43455     -0.79173    166.4    172.6      6.8     -3.4    480.6     90.9    207.9    222.7   0.56258   0.39434  38.53380
    9351 2023  7  7  9 51  7 586  3.6812    128.51510   1487.58204   1030.54150    -25.26188     13.66383     -0.78982    166.4    172.6      6.8     -3.4    480.6     90.7    207.9    222.7   0.56232   0.39434  38.52871
    9352 2023  7  7  9 51 11 267  3.6812    128.51458   1487.48314   1030.54110    -25.24227     13.88264     -0.78798    166.4    172.6      6.8     -3.4    480.6     90.6    207.9    222.7   0.56205   0.39434  38.53825
    9353 2023  7  7  9 51 14 948  3.6812    128.51399   1487.38642   1030.54086    -25.20920     14.08816     -0.78598    166.4    172.6      6.8     -3.4    480.6     90.4    207.9    222.7   0.56178   0.39434  38.53335
    9354 2023  7  7  9 51 18 629  3.6812    128.51335   1487.29195   1030.54078    -25.16259     14.27774     -0.78412    166.4    172.6      6.8     -3.3    480.6     90.3    207.9    222.7   0.56151   0.39434  38.54082
    9355 2023  7  7  9 51 22 311  3.6813    128.51269   1487.19984   1030.54087    -25.10235     14.49905     -0.78234    166.4    172.6      6.8     -3.3    480.6     90.1    207.9    222.7   0.56125   0.39434  38.53571
    9356 2023  7  7  9 51 25 992  3.6814    128.51200   1487.11018   1030.54112    -25.02849     14.73538     -0.78073    166.4    172.6      6.8     -3.3    480.6     90.0    207.9    222.7   0.56098   0.39434  38.54526
    9357 2023  7  7  9 51 29 673  3.6814    128.51129   1487.02302   1030.54152    -24.94101     14.95964     -0.77923    166.4    172.6      6.8     -3.3    480.6     89.8    207.9    222.7   0.56071   0.39434  38.54035
    9358 2023  7  7  9 51 33 355  3.6814    128.51056   1486.93842   1030.54208    -24.84000     15.16797     -0.77790    166.4    172.6      6.8     -3.3    480.6     89.7    207.9    222.7   0.56044   0.39434  38.54780
    9359 2023  7  7  9 51 37  36  3.6814    128.50983   1486.85636   1030.54279    -24.72555     15.38264     -0.77678    166.4    172.6      6.8     -3.3    480.6     89.5    207.9    222.7   0.56018   0.39434  38.54260
    9360 2023  7  7  9 51 40 718  3.6814    128.50911   1486.77683   1030.54365    -24.59780     15.63015     -0.77549    166.4    172.6      6.8     -3.3    480.6     89.4    207.9    222.7   0.55991   0.39434  38.55217
    9361 2023  7  7  9 51 44 399  3.6815    128.50843   1486.69979   1030.54464    -24.45695     15.86455     -0.77453    166.4    172.6      6.8     -3.2    480.6     89.2    207.9    222.7   0.55964   0.39434  38.54717
    9362 2023  7  7  9 51 48  81  3.6816    128.50781   1486.62520   1030.54575    -24.30327     16.08159     -0.77380    166.4    172.6      6.7     -3.2    480.6     89.1    207.9    222.7   0.55937   0.39434  38.55463
    9363 2023  7  7  9 51 51 762  3.6816    128.50728   1486.55297   1030.54698    -24.13707     16.27766     -0.77330    166.4    172.6      6.7     -3.2    480.6     88.9    207.9    222.7   0.55910   0.39434  38.54942
    9364 2023  7  7  9 51 55 444  3.6816    128.50685   1486.48300   1030.54832    -23.95873     16.45085     -0.77285    166.4    172.6      6.7     -3.2    480.6     88.8    207.9    222.7   0.55884   0.39434  38.55893
    9365 2023  7  7  9 51 59 125  3.6816    128.50651   1486.41517   1030.54974    -23.76868     16.59957     -0.77257    166.4    172.6      6.7     -3.2    480.6     88.7    207.9    222.7   0.55857   0.39434  38.55393
    9366 2023  7  7  9 52  2 807  3.6816    128.50627   1486.34933   1030.55124    -23.56738     16.78596     -0.77253    166.4    172.6      6.7     -3.3    481.1     88.6    207.9    222.7   0.55830   0.39434  38.56132
    9367 2023  7  7  9 52  6 489  3.6817    128.50611   1486.28487   1030.55281    -23.35506     16.99470     -0.77268    166.4    172.6      6.6     -3.4    481.8     88.5    187.3    203.7   0.55803   0.39434  38.55617
    9368 2023  7  7  9 52 10 171  3.6818    128.50602   1486.22073   1030.55432    -23.33302     17.18334     -0.77318    166.4    172.6      6.5     -3.5    482.4     88.4    187.3    203.7   0.55777   0.39434  38.56576
    9369 2023  7  7  9 52 13 852  3.6818    128.50595   1486.15776   1030.55580    -23.31312     17.34783     -0.77399    166.4    172.6      6.4     -3.6    483.1     88.4    187.3    203.7   0.55750   0.39434  38.56088
    9370 2023  7  7  9 52 17 534  3.6818    128.50589   1486.09585   1030.55727    -23.29228     17.50072     -0.77496    166.4    172.6      6.3     -3.8    483.8     88.3    187.3    203.7   0.55723   0.39434  38.56832
    9371 2023  7  7  9 52 21 216  3.6818    128.50580   1486.03481   1030.55872    -23.27067     17.71608     -0.77616    166.4    172.6      6.2     -3.9    484.5     88.3    187.3    203.7   0.55696   0.39434  38.56319
    9372 2023  7  7  9 52 24 898  3.6818    128.50566   1485.97444   1030.56012    -23.24845     17.90969     -0.77753    166.4    172.6      6.1     -4.0    485.2     88.2    187.3    203.7   0.55669   0.39434  38.57276
    9373 2023  7  7  9 52 28 580  3.6819    128.50548   1485.91452   1030.56146    -23.22578     18.07839     -0.77921    166.4    172.6      6.1     -4.1    485.8     88.1    187.3    203.7   0.55643   0.39434  38.56783
    9374 2023  7  7  9 52 32 262  3.6820    128.50523   1485.92051   1030.56273    -23.20283     18.22007     -0.78119    166.4    172.6      6.0     -4.3    486.5     88.1    187.3    203.7   0.55616   0.39434  38.57527
    9375 2023  7  7  9 52 35 944  3.6820    128.50494   1485.93427   1030.56391    -23.17979     18.33385     -0.78338    166.4    172.6      5.9     -4.4    487.2     88.0    187.3    203.7   0.55589   0.39434  38.57012
    9376 2023  7  7  9 52 39 626  3.6819    128.50462   1485.94767   1030.56499    -23.15680     18.48998     -0.78600    166.4    172.6      5.8     -4.5    487.9     88.0    187.3    203.7   0.55562   0.39434  38.57971
    9377 2023  7  7  9 52 43 308  3.6820    128.50427   1485.96062   1030.56594    -23.13403     18.65984     -0.78863    166.4    172.6      5.7     -4.6    488.6     87.9    187.3    203.7   0.55536   0.39434  38.57476
    9378 2023  7  7  9 52 46 990  3.6821    128.50394   1485.97302   1030.56676    -23.11160     18.80477     -0.79143    166.4    172.6      5.6     -4.7    489.2     87.8    187.3    203.7   0.55509   0.39434  38.58219
    9379 2023  7  7  9 52 50 672  3.6821    128.50365   1485.98478   1030.56744    -23.08967     18.92265     -0.79450    166.4    172.6      5.5     -4.9    489.9     87.8    187.3    203.7   0.55482   0.39434  38.57703
    9380 2023  7  7  9 52 54 354  3.6822    128.50342   1485.99582   1030.56795    -23.06837     19.04823     -0.79776    166.4    172.6      5.5     -5.0    490.6     87.7    187.3    203.7   0.55455   0.39434  38.58663
    9381 2023  7  7  9 52 58  36  3.6822    128.50328   1486.00608   1030.56828    -23.04781     19.21214     -0.80126    166.4    172.6      5.4     -5.1    491.3     87.7    187.3    203.7   0.55428   0.39434  38.58167
    9382 2023  7  7  9 53  1 718  3.6821    128.50321   1486.01548   1030.56843    -23.02809     19.35032     -0.80495    166.4    172.6      5.4     -5.1    491.6     87.5    187.3    203.7   0.55402   0.39434  38.58910
    9383 2023  7  7  9 53  5 400  3.6822    128.50321   1486.02396   1030.56840    -23.00930     19.46088     -0.80875    166.4    172.6      5.4     -5.0    491.6     87.4    187.3    203.7   0.55375   0.39434  38.58392
    9384 2023  7  7  9 53  9  83  3.6823    128.50325   1486.03109   1030.56887    -22.99162     19.53317     -0.81237    166.4    172.6      5.5     -4.9    491.6     87.2    187.3    203.7   0.55348   0.39434  38.59354
    9385 2023  7  7  9 53 12 765  3.6824    128.50336   1486.03708   1030.56944    -22.97496     19.66243     -0.81601    166.4    172.6      5.6     -4.8    491.5     87.1    187.3    203.7   0.55321   0.39434  38.58857
