GITM2 log file
## Inputs from UAM.in
# Resart= F
# Eddy coef:    50.000 Eddy P0:     0.010 Eddy P1:     0.005
# Statistical Models Only:  F Apex:  T
# EUV Data:  TFile: 
UA/DataIn/FISM/fismflux_daily_2023.dat                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
# AMIE: none           
none                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
# Solar Heating:  T Joule Heating:  T Auroral Heating:  T
# NO Cooling:  T O Cooling:  T
# Conduction:  T Turbulent Conduction:  T
# Pressure Grad:  T Ion Drag:  T Neutral Drag:  T
# Viscosity:  T Coriolis:  T Gravity:  T
# Ion Chemistry:  T Ion Advection:  T Neutral Chemistry:  T
 
#START
   iStep yyyy mm dd hh mm ss  ms      dt min(T) max(T) mean(T) min(VV) max(VV) mean(VV) F107 F107A By Bz Vx HP HPn HPs SubsolarLon SubsolarLat SubsolarVTEC
    2062 2023  7  7  2 20  3 348  4.0494    164.97648   1439.31801   1049.24785    -18.16311     12.63044     -0.95786    166.7    172.6     -3.8      8.2    505.7     38.2     70.9     70.2   2.53048   0.39492  39.99941
    2063 2023  7  7  2 20  7 397  4.0491    164.98205   1439.33387   1049.24555    -18.14781     12.62355     -0.95832    166.7    172.6     -3.7      8.2    505.7     38.2     69.0     69.8   2.53019   0.39492  40.00505
    2064 2023  7  7  2 20 11 446  4.0486    164.98764   1439.34955   1049.24371    -18.13280     12.61675     -0.95878    166.7    172.6     -3.5      8.3    505.7     38.2     69.0     69.8   2.52990   0.39492  39.99751
    2065 2023  7  7  2 20 15 494  4.0485    164.99322   1439.36501   1049.24203    -18.11764     12.60997     -0.95923    166.7    172.6     -3.3      8.3    505.7     38.2     69.0     69.8   2.52960   0.39492  39.99869
    2066 2023  7  7  2 20 19 543  4.0485    164.99881   1439.38029   1049.24044    -18.10282     12.60322     -0.95971    166.7    172.6     -3.1      8.4    505.7     38.2     69.0     69.8   2.52931   0.39492  39.99232
    2067 2023  7  7  2 20 23 591  4.0483    165.00440   1439.39540   1049.23886    -18.08850     12.59650     -0.96015    166.7    172.6     -2.9      8.4    505.7     38.2     69.0     69.8   2.52901   0.39492  39.99970
    2068 2023  7  7  2 20 27 639  4.0481    165.00999   1439.41033   1049.23732    -18.07473     12.58980     -0.96060    166.7    172.6     -2.8      8.5    505.7     38.2     69.0     69.8   2.52872   0.39492  39.99186
    2069 2023  7  7  2 20 31 687  4.0477    165.01559   1439.42511   1049.23578    -18.06157     12.58312     -0.96101    166.7    172.6     -2.6      8.5    505.7     38.2     69.0     69.8   2.52842   0.39492  39.99624
    2070 2023  7  7  2 20 35 734  4.0473    165.02120   1439.43972   1049.23427    -18.04903     12.57642     -0.96139    166.7    172.6     -2.4      8.6    505.7     38.2     69.0     69.8   2.52813   0.39491  39.99029
    2071 2023  7  7  2 20 39 782  4.0473    165.02682   1439.45414   1049.23275    -18.03707     12.56967     -0.96176    166.7    172.6     -2.2      8.6    505.7     38.2     69.0     69.8   2.52783   0.39491  39.99253
    2072 2023  7  7  2 20 43 829  4.0472    165.03244   1439.46840   1049.23127    -18.02573     12.56289     -0.96217    166.7    172.6     -2.0      8.7    505.7     38.2     69.0     69.8   2.52754   0.39491  39.98475
    2073 2023  7  7  2 20 47 876  4.0470    165.03806   1439.48252   1049.22977    -18.01503     12.55607     -0.96254    166.7    172.6     -1.9      8.7    505.7     38.2     69.0     69.8   2.52725   0.39491  39.99068
    2074 2023  7  7  2 20 51 923  4.0468    165.04369   1439.49648   1049.22831    -18.00494     12.54919     -0.96289    166.7    172.6     -1.7      8.8    505.7     38.2     69.0     69.8   2.52695   0.39491  39.98492
    2075 2023  7  7  2 20 55 969  4.0463    165.04933   1439.51031   1049.22683    -17.99548     12.54228     -0.96324    166.7    172.6     -1.5      8.8    505.7     38.2     69.0     69.8   2.52666   0.39491  39.98631
    2076 2023  7  7  2 21  0  15  4.0461    165.05498   1439.52397   1049.22538    -17.98654     12.53527     -0.96357    166.7    172.6     -1.3      8.9    505.7     38.2     69.0     69.8   2.52636   0.39491  39.97848
    2077 2023  7  7  2 21  4  61  4.0461    165.06063   1439.53747   1049.22393    -17.97806     12.52816     -0.96391    166.7    172.6     -1.4      8.9    505.4     38.2     69.0     69.8   2.52607   0.39491  39.98530
    2078 2023  7  7  2 21  8 107  4.0459    165.06628   1439.55084   1049.22210    -17.97018     12.52098     -0.96428    166.7    172.6     -1.5      8.8    505.1     38.1     69.0     69.8   2.52577   0.39491  39.97937
    2079 2023  7  7  2 21 12 153  4.0457    165.07195   1439.56406   1049.22009    -17.96315     12.51371     -0.96463    166.7    172.6     -1.6      8.8    504.8     38.1     69.0     69.8   2.52548   0.39491  39.98296
    2080 2023  7  7  2 21 16 198  4.0454    165.07763   1439.57715   1049.21804    -17.95679     12.50635     -0.96500    166.7    172.6     -1.6      8.8    504.6     38.1     69.0     69.8   2.52519   0.39491  39.97547
    2081 2023  7  7  2 21 20 243  4.0449    165.08331   1439.59010   1049.21593    -17.95092     12.49892     -0.96534    166.7    172.6     -1.7      8.8    504.3     38.1     69.0     69.8   2.52489   0.39491  39.97880
    2082 2023  7  7  2 21 24 288  4.0449    165.08901   1439.60289   1049.21381    -17.94542     12.49135     -0.96571    166.7    172.6     -1.8      8.7    504.1     38.1     69.0     69.8   2.52460   0.39491  39.97305
    2083 2023  7  7  2 21 28 333  4.0448    165.09470   1439.61553   1049.21165    -17.94027     12.48368     -0.96605    166.7    172.6     -1.9      8.7    503.8     38.1     69.0     69.8   2.52430   0.39491  39.97687
    2084 2023  7  7  2 21 32 377  4.0446    165.10041   1439.62803   1049.20950    -17.93542     12.47592     -0.96641    166.7    172.6     -2.0      8.7    503.6     38.1     69.0     69.8   2.52401   0.39491  39.96955
    2085 2023  7  7  2 21 36 422  4.0444    165.10613   1439.64040   1049.20731    -17.93074     12.46807     -0.96676    166.7    172.6     -2.0      8.7    503.4     38.1     69.0     69.8   2.52372   0.39491  39.97277
    2086 2023  7  7  2 21 40 466  4.0439    165.11186   1439.65263   1049.20512    -17.92609     12.46014     -0.96713    166.7    172.6     -2.1      8.6    503.2     38.1     69.0     69.8   2.52342   0.39491  39.96668
    2087 2023  7  7  2 21 44 509  4.0436    165.11760   1439.66470   1049.20290    -17.92146     12.45213     -0.96748    166.7    172.6     -2.2      8.6    503.0     38.1     69.0     69.8   2.52313   0.39491  39.97075
    2088 2023  7  7  2 21 48 553  4.0437    165.12334   1439.67662   1049.20069    -17.91671     12.44399     -0.96777    166.7    172.6     -2.3      8.6    502.8     38.1     69.0     69.8   2.52283   0.39491  39.96398
    2089 2023  7  7  2 21 52 596  4.0435    165.12909   1439.68840   1049.19845    -17.91631     12.43579     -0.96803    166.7    172.6     -2.4      8.6    502.6     38.1     69.0     69.8   2.52254   0.39491  39.96671
    2090 2023  7  7  2 21 56 640  4.0433    165.13485   1439.70004   1049.19621    -17.92205     12.42752     -0.96830    166.7    172.6     -2.4      8.5    502.4     38.0     69.0     69.8   2.52225   0.39491  39.96068
    2091 2023  7  7  2 22  0 683  4.0431    165.14063   1439.71157   1049.19395    -17.92695     12.41918     -0.96854    166.7    172.6     -2.4      8.5    502.0     38.1     69.0     69.8   2.52195   0.39491  39.96556
    2092 2023  7  7  2 22  4 725  4.0426    165.14641   1439.72313   1049.19169    -17.93090     12.41082     -0.96878    166.7    172.6     -2.1      8.2    500.5     38.1     69.0     68.8   2.52166   0.39491  39.95890
    2093 2023  7  7  2 22  8 768  4.0424    165.15220   1439.73453   1049.18953    -17.93374     12.40239     -0.96896    166.7    172.6     -1.7      7.9    499.0     38.2     69.0     68.8   2.52136   0.39491  39.96003
    2094 2023  7  7  2 22 12 810  4.0425    165.15799   1439.74577   1049.18743    -17.93535     12.39391     -0.96911    166.7    172.6     -1.3      7.6    497.5     38.2     69.0     68.8   2.52107   0.39491  39.95392
    2095 2023  7  7  2 22 16 852  4.0422    165.16380   1439.75689   1049.18532    -17.93575     12.38543     -0.96926    166.7    172.6     -1.0      7.3    496.0     38.3     69.0     68.8   2.52078   0.39491  39.96055
    2096 2023  7  7  2 22 20 894  4.0420    165.16961   1439.76788   1049.18323    -17.93493     12.37694     -0.96941    166.7    172.6     -0.6      7.0    494.6     38.3     69.0     68.8   2.52048   0.39491  39.95363
    2097 2023  7  7  2 22 24 936  4.0416    165.17544   1439.77873   1049.18113    -17.93307     12.36846     -0.96955    166.7    172.6     -0.3      6.7    493.1     38.4     69.0     68.8   2.52019   0.39491  39.95705
    2098 2023  7  7  2 22 28 977  4.0412    165.18127   1439.78944   1049.17902    -17.93019     12.35999     -0.96968    166.7    172.6      0.1      6.4    491.7     38.5     69.0     68.8   2.51989   0.39491  39.95119
    2099 2023  7  7  2 22 33  18  4.0412    165.18711   1439.80014   1049.17690    -17.92632     12.35151     -0.96973    166.7    172.6      0.5      6.1    490.3     38.5     69.0     68.8   2.51960   0.39491  39.95387
    2100 2023  7  7  2 22 37  60  4.0411    165.19295   1439.81076   1049.17479    -17.92152     12.34304     -0.96984    166.7    172.6      0.8      5.8    489.0     38.6     69.0     68.8   2.51931   0.39491  39.94702
    2101 2023  7  7  2 22 41 100  4.0409    165.19880   1439.82125   1049.17265    -17.91589     12.33462     -0.96993    166.7    172.6      1.2      5.5    487.7     38.6     69.0     68.8   2.51901   0.39491  39.95112
    2102 2023  7  7  2 22 45 141  4.0407    165.20467   1439.83162   1049.17052    -17.90953     12.32623     -0.97006    166.7    172.6      1.6      5.2    486.3     38.7     69.0     68.8   2.51872   0.39491  39.94542
    2103 2023  7  7  2 22 49 181  4.0402    165.21054   1439.84187   1049.16836    -17.90255     12.31790     -0.97014    166.7    172.6      1.9      4.9    485.1     38.8     69.0     68.8   2.51842   0.39491  39.94687
    2104 2023  7  7  2 22 53 221  4.0400    165.21641   1439.85197   1049.16620    -17.89505     12.30960     -0.97031    166.7    172.6      2.3      4.7    483.8     38.8     69.0     68.8   2.51813   0.39491  39.93995
    2105 2023  7  7  2 22 57 261  4.0400    165.22229   1439.86192   1049.16402    -17.88711     12.30132     -0.97039    166.7    172.6      2.7      4.4    482.6     38.9     69.0     68.8   2.51784   0.39491  39.94564
    2106 2023  7  7  2 23  1 301  4.0398    165.22818   1439.87174   1049.16184    -17.87892     12.29310     -0.97050    166.7    172.6      2.9      4.1    481.3     38.9     69.0     68.8   2.51754   0.39491  39.93994
    2107 2023  7  7  2 23  5 341  4.0396    165.23407   1439.88143   1049.15964    -17.87059     12.28494     -0.97061    166.7    172.6      2.9      4.1    480.1     38.9     69.0     68.8   2.51725   0.39491  39.94150
    2108 2023  7  7  2 23  9 380  4.0394    165.23998   1439.89099   1049.15742    -17.86236     12.27683     -0.97066    166.7    172.6      3.0      4.0    478.9     38.8     69.0     68.8   2.51696   0.39491  39.93463
    2109 2023  7  7  2 23 13 419  4.0389    165.24589   1439.90042   1049.15517    -17.85428     12.26878     -0.97077    166.7    172.6      3.0      4.0    477.7     38.8     69.0     68.8   2.51666   0.39491  39.93985
    2110 2023  7  7  2 23 17 458  4.0387    165.25180   1439.90970   1049.15293    -17.84636     12.26076     -0.97086    166.7    172.6      3.0      3.9    476.5     38.8     69.0     68.8   2.51637   0.39491  39.93423
    2111 2023  7  7  2 23 21 497  4.0388    165.25772   1439.91882   1049.15066    -17.83866     12.25275     -0.97097    166.7    172.6      3.0      3.9    475.4     38.7     69.0     68.8   2.51607   0.39491  39.93491
    2112 2023  7  7  2 23 25 535  4.0385    165.26365   1439.92782   1049.14840    -17.83130     12.24478     -0.97104    166.7    172.6      3.1      3.8    474.3     38.7     69.0     68.8   2.51578   0.39491  39.92798
    2113 2023  7  7  2 23 29 573  4.0383    165.26959   1439.94303   1049.14612    -17.82430     12.23684     -0.97113    166.7    172.6      3.1      3.8    473.2     38.7     69.0     68.8   2.51549   0.39491  39.93403
    2114 2023  7  7  2 23 33 611  4.0379    165.27553   1439.97740   1049.14386    -17.81770     12.22894     -0.97117    166.7    172.6      3.1      3.7    472.2     38.6     69.0     68.8   2.51519   0.39491  39.92816
    2115 2023  7  7  2 23 37 649  4.0375    165.28148   1440.01158   1049.14157    -17.82081     12.22104     -0.97126    166.7    172.6      3.1      3.6    471.1     38.6     69.0     68.8   2.51490   0.39491  39.93136
    2116 2023  7  7  2 23 41 686  4.0375    165.28743   1440.04555   1049.13931    -17.84972     12.21311     -0.97132    166.7    172.6      3.2      3.6    470.1     38.6     69.0     68.8   2.51461   0.39491  39.92478
    2117 2023  7  7  2 23 45 724  4.0375    165.29340   1440.07932   1049.13703    -17.87700     12.20517     -0.97138    166.7    172.6      3.2      3.5    469.2     38.5     69.0     68.8   2.51431   0.39491  39.92679
    2118 2023  7  7  2 23 49 761  4.0372    165.29937   1440.11290   1049.13478    -17.90280     12.19722     -0.97143    166.7    172.6      3.2      3.5    468.2     38.5     69.0     68.8   2.51402   0.39491  39.92096
    2119 2023  7  7  2 23 53 798  4.0370    165.30535   1440.14629   1049.13252    -17.92726     12.18924     -0.97145    166.7    172.6      3.2      3.4    467.3     38.5     69.0     68.8   2.51373   0.39491  39.92508
    2120 2023  7  7  2 23 57 835  4.0365    165.31133   1440.17949   1049.13028    -17.95052     12.18125     -0.97152    166.7    172.6      3.3      3.4    466.4     38.4     69.0     68.8   2.51343   0.39491  39.91875
    2121 2023  7  7  2 24  1 871  4.0363    165.31732   1440.21249   1049.12805    -17.97268     12.17454     -0.97152    166.7    172.6      3.3      3.3    466.0     38.4     69.0     68.8   2.51314   0.39491  39.91928
    2122 2023  7  7  2 24  5 907  4.0364    165.32332   1440.24551   1049.12583    -17.99381     12.17230     -0.97154    166.7    172.6      3.3      3.3    466.0     38.3     69.5     68.7   2.51284   0.39491  39.91333
    2123 2023  7  7  2 24  9 944  4.0362    165.32933   1440.27836   1049.12380    -18.01566     12.17007     -0.97151    166.7    172.6      3.3      3.2    466.0     38.3     69.5     68.7   2.51255   0.39491  39.91919
    2124 2023  7  7  2 24 13 980  4.0359    165.33536   1440.31102   1049.12189    -18.03904     12.16782     -0.97151    166.7    172.6      3.3      3.2    466.0     38.2     69.5     68.7   2.51226   0.39491  39.91288
    2125 2023  7  7  2 24 18  15  4.0357    165.34138   1440.34349   1049.12001    -18.06277     12.16556     -0.97146    166.7    172.6      3.2      3.2    466.0     38.1     69.5     68.7   2.51196   0.39491  39.91551
    2126 2023  7  7  2 24 22  50  4.0352    165.34741   1440.37578   1049.11817    -18.08598     12.16329     -0.97141    166.7    172.6      3.2      3.1    466.0     38.1     69.5     68.7   2.51167   0.39491  39.90984
    2127 2023  7  7  2 24 26  85  4.0351    165.35345   1440.40788   1049.11636    -18.10815     12.16098     -0.97127    166.7    172.6      3.2      3.1    466.0     38.0     69.5     68.7   2.51138   0.39491  39.91197
    2128 2023  7  7  2 24 30 121  4.0351    165.35950   1440.43979   1049.11460    -18.12910     12.15861     -0.97119    166.7    172.6      3.2      3.1    466.0     38.0     69.5     68.7   2.51108   0.39491  39.90575
    2129 2023  7  7  2 24 34 155  4.0349    165.36557   1440.47154   1049.11285    -18.14881     12.15625     -0.97114    166.7    172.6      3.2      3.0    466.0     37.9     69.5     68.7   2.51079   0.39491  39.90901
    2130 2023  7  7  2 24 38 190  4.0347    165.37163   1440.50313   1049.11114    -18.16730     12.15386     -0.97101    166.7    172.6      3.2      3.0    466.0     37.9     69.5     68.7   2.51050   0.39491  39.90347
    2131 2023  7  7  2 24 42 224  4.0342    165.37771   1440.53460   1049.10944    -18.18465     12.15149     -0.97088    166.7    172.6      3.2      2.9    466.0     37.8     69.5     68.7   2.51020   0.39491  39.90473
    2132 2023  7  7  2 24 46 258  4.0339    165.38379   1440.56590   1049.10778    -18.20092     12.14910     -0.97068    166.7    172.6      3.2      2.9    466.0     37.7     69.5     68.7   2.50991   0.39491  39.89849
    2133 2023  7  7  2 24 50 292  4.0339    165.38988   1440.59719   1049.10614    -18.21617     12.14666     -0.97053    166.7    172.6      3.2      2.9    466.0     37.7     69.5     68.7   2.50962   0.39491  39.90295
    2134 2023  7  7  2 24 54 326  4.0338    165.39598   1440.62838   1049.10453    -18.23046     12.14421     -0.97034    166.7    172.6      3.2      2.8    466.0     37.6     69.5     68.7   2.50932   0.39491  39.89749
    2135 2023  7  7  2 24 58 359  4.0336    165.40209   1440.65946   1049.10292    -18.24385     12.14178     -0.97013    166.7    172.6      3.2      2.8    466.0     37.6     69.5     68.7   2.50903   0.39491  39.89760
    2136 2023  7  7  2 25  2 393  4.0334    165.40820   1440.69045   1049.10135    -18.25641     12.13935     -0.96996    166.7    172.6      3.1      2.9    467.1     37.5     69.5     68.7   2.50874   0.39491  39.89127
    2137 2023  7  7  2 25  6 426  4.0329    165.41431   1440.72132   1049.09978    -18.26819     12.13695     -0.96977    166.7    172.6      3.0      3.1    469.1     37.5     69.5     68.7   2.50844   0.39491  39.89682
    2138 2023  7  7  2 25 10 458  4.0326    165.42044   1440.75205   1049.09828    -18.27958     12.13453     -0.96954    166.7    172.6      2.8      3.4    471.1     37.5     69.5     68.7   2.50815   0.39491  39.89103
    2139 2023  7  7  2 25 14 491  4.0327    165.42658   1440.78262   1049.09679    -18.29072     12.13208     -0.96929    166.7    172.6      2.6      3.6    473.3     37.4     69.5     68.7   2.50786   0.39491  39.89402
    2140 2023  7  7  2 25 18 524  4.0325    165.43273   1440.81307   1049.09532    -18.30141     12.12966     -0.96906    166.7    172.6      2.5      3.8    475.5     37.4     69.5     68.7   2.50756   0.39491  39.88805
    2141 2023  7  7  2 25 22 556  4.0323    165.43888   1440.84337   1049.09386    -18.31152     12.12725     -0.96883    166.7    172.6      2.3      4.0    477.9     37.4     69.5     68.7   2.50727   0.39491  39.88897
    2142 2023  7  7  2 25 26 588  4.0320    165.44504   1440.87354   1049.09241    -18.32097     12.12486     -0.96864    166.7    172.6      2.2      4.2    480.3     37.4     69.5     68.7   2.50698   0.39491  39.88316
    2143 2023  7  7  2 25 30 619  4.0315    165.45120   1440.90356   1049.09096    -18.32973     12.12250     -0.96842    166.7    172.6      2.0      4.5    482.9     37.3     69.5     68.7   2.50668   0.39491  39.88742
    2144 2023  7  7  2 25 34 651  4.0314    165.45738   1440.93340   1049.08952    -18.33781     12.12010     -0.96817    166.7    172.6      1.9      4.7    485.5     37.3     69.5     68.7   2.50639   0.39491  39.88164
    2145 2023  7  7  2 25 38 682  4.0314    165.46356   1440.96308   1049.08806    -18.34522     12.11768     -0.96793    166.7    172.6      1.7      4.9    488.3     37.3     69.5     68.7   2.50610   0.39491  39.88160
    2146 2023  7  7  2 25 42 713  4.0312    165.46976   1440.99262   1049.08662    -18.35199     12.11529     -0.96771    166.7    172.6      1.6      5.1    491.1     37.2     69.5     68.7   2.50580   0.39491  39.87564
    2147 2023  7  7  2 25 46 744  4.0310    165.47595   1441.02199   1049.08515    -18.35816     12.11289     -0.96751    166.7    172.6      1.4      5.4    494.0     37.2     69.5     68.7   2.50551   0.39491  39.88091
    2148 2023  7  7  2 25 50 775  4.0306    165.48215   1441.05121   1049.08370    -18.36375     12.11050     -0.96737    166.7    172.6      1.3      5.6    497.0     37.2     69.5     68.7   2.50522   0.39491  39.87491
    2149 2023  7  7  2 25 54 805  4.0302    165.48836   1441.08026   1049.08221    -18.36877     12.10810     -0.96721    166.7    172.6      1.1      5.8    500.1     37.2     69.5     68.7   2.50493   0.39491  39.87740
    2150 2023  7  7  2 25 58 836  4.0303    165.49459   1441.10912   1049.08074    -18.37323     12.10565     -0.96703    166.7    172.6      1.0      6.0    503.3     37.1     69.5     68.7   2.50463   0.39491  39.87175
    2151 2023  7  7  2 26  2 866  4.0301    165.50082   1441.13783   1049.07923    -18.37714     12.10319     -0.96685    166.7    172.6      1.1      6.0    503.1     37.1     69.5     68.7   2.50434   0.39491  39.87302
    2152 2023  7  7  2 26  6 896  4.0299    165.50705   1441.16660   1049.07772    -18.38052     12.10071     -0.96672    166.7    172.6      1.4      5.9    501.5     37.0     68.0     67.2   2.50405   0.39491  39.86714
    2153 2023  7  7  2 26 10 925  4.0297    165.51330   1441.19520   1049.07573    -18.37654     12.09822     -0.96665    166.7    172.6      1.7      5.7    500.0     36.9     68.0     67.2   2.50375   0.39491  39.87062
    2154 2023  7  7  2 26 14 954  4.0292    165.51955   1441.22365   1049.07353    -18.36208     12.09576     -0.96659    166.7    172.6      2.0      5.6    498.5     36.8     68.0     67.2   2.50346   0.39491  39.86529
    2155 2023  7  7  2 26 18 983  4.0290    165.52582   1441.25192   1049.07121    -18.34189     12.09326     -0.96658    166.7    172.6      2.3      5.5    497.1     36.7     68.0     67.2   2.50317   0.39491  39.86513
    2156 2023  7  7  2 26 23  13  4.0291    165.53209   1441.28001   1049.06884    -18.31966     12.09070     -0.96661    166.7    172.6      2.6      5.4    495.6     36.6     68.0     67.2   2.50287   0.39491  39.85918
    2157 2023  7  7  2 26 27  41  4.0289    165.53836   1441.30797   1049.06639    -18.29751     12.08814     -0.96668    166.7    172.6      2.9      5.3    494.2     36.5     68.0     67.2   2.50258   0.39491  39.86415
    2158 2023  7  7  2 26 31  70  4.0286    165.54464   1441.33578   1049.06390    -18.27635     12.08556     -0.96683    166.7    172.6      3.2      5.1    492.8     36.4     68.0     67.2   2.50229   0.39491  39.85849
    2159 2023  7  7  2 26 35  98  4.0283    165.55093   1441.36345   1049.06134    -18.25646     12.08298     -0.96702    166.7    172.6      3.5      5.0    491.5     36.3     68.0     67.2   2.50200   0.39491  39.86083
    2160 2023  7  7  2 26 39 126  4.0278    165.55724   1441.39098   1049.05874    -18.23788     12.08040     -0.96724    166.7    172.6      3.8      4.9    490.1     36.2     68.0     67.2   2.50170   0.39491  39.85526
    2161 2023  7  7  2 26 43 154  4.0278    165.56355   1441.41835   1049.05609    -18.22047     12.07776     -0.96751    166.7    172.6      4.1      4.8    488.8     36.1     68.0     67.2   2.50141   0.39491  39.85616
    2162 2023  7  7  2 26 47 182  4.0278    165.56986   1441.44558   1049.05340    -18.20412     12.07509     -0.96781    166.7    172.6      4.4      4.6    487.5     36.0     68.0     67.2   2.50112   0.39491  39.85051
    2163 2023  7  7  2 26 51 209  4.0276    165.57618   1441.47270   1049.05065    -18.18869     12.07242     -0.96813    166.7    172.6      4.6      4.5    486.2     35.9     68.0     67.2   2.50082   0.39491  39.85395
    2164 2023  7  7  2 26 55 237  4.0273    165.58250   1441.49968   1049.04788    -18.17406     12.06974     -0.96853    166.7    172.6      4.9      4.4    485.0     35.8     68.0     67.2   2.50053   0.39491  39.84860
    2165 2023  7  7  2 26 59 264  4.0269    165.58884   1441.52656   1049.04506    -18.16012     12.06708     -0.96895    166.7    172.6      5.2      4.3    483.8     35.7     68.0     67.2   2.50024   0.39491  39.84813
    2166 2023  7  7  2 27  3 290  4.0266    165.59519   1441.55330   1049.04221    -18.14678     12.06441     -0.96942    166.7    172.6      5.3      4.1    483.0     35.6     68.0     67.2   2.49994   0.39491  39.84232
    2167 2023  7  7  2 27  7 317  4.0267    165.60154   1441.57991   1049.03932    -18.13392     12.06169     -0.96990    166.7    172.6      5.4      4.0    482.3     35.5     68.0     67.2   2.49965   0.39491  39.84716
    2168 2023  7  7  2 27 11 343  4.0265    165.60789   1441.60640   1049.03722    -18.12699     12.05898     -0.97035    166.7    172.6      5.4      3.9    481.6     35.4     68.0     67.2   2.49936   0.39491  39.84158
    2169 2023  7  7  2 27 15 370  4.0263    165.61426   1441.63278   1049.03544    -18.12859     12.05627     -0.97079    166.7    172.6      5.5      3.8    481.0     35.4     68.0     67.2   2.49907   0.39491  39.84404
    2170 2023  7  7  2 27 19 396  4.0261    165.62063   1441.65903   1049.03380    -18.13479     12.05356     -0.97125    166.7    172.6      5.5      3.6    480.3     35.3     68.0     67.2   2.49877   0.39491  39.83856
    2171 2023  7  7  2 27 23 421  4.0255    165.62701   1441.68519   1049.03221    -18.14243     12.05089     -0.97170    166.7    172.6      5.6      3.5    479.7     35.2     68.0     67.2   2.49848   0.39491  39.83875
    2172 2023  7  7  2 27 27 447  4.0254    165.63340   1441.71120   1049.03069    -18.14963     12.04818     -0.97209    166.7    172.6      5.6      3.4    479.0     35.1     68.0     67.2   2.49819   0.39491  39.83321
    2173 2023  7  7  2 27 31 472  4.0254    165.63979   1441.73708   1049.02921    -18.15554     12.04544     -0.97246    166.7    172.6      5.7      3.3    478.4     35.0     68.0     67.2   2.49790   0.39491  39.83702
    2174 2023  7  7  2 27 35 497  4.0252    165.64619   1441.76285   1049.02778    -18.15989     12.04271     -0.97282    166.7    172.6      5.7      3.1    477.8     34.9     68.0     67.2   2.49760   0.39491  39.83162
    2175 2023  7  7  2 27 39 522  4.0250    165.65260   1441.78851   1049.02637    -18.16263     12.03998     -0.97319    166.7    172.6      5.8      3.0    477.2     34.8     68.0     67.2   2.49731   0.39491  39.83150
    2176 2023  7  7  2 27 43 547  4.0246    165.65902   1441.81406   1049.02501    -18.16383     12.03725     -0.97352    166.7    172.6      5.8      2.9    476.6     34.7     68.0     67.2   2.49702   0.39491  39.82602
    2177 2023  7  7  2 27 47 571  4.0242    165.66545   1441.83949   1049.02368    -18.16360     12.03451     -0.97384    166.7    172.6      5.8      2.8    476.0     34.6     68.0     67.2   2.49672   0.39491  39.83006
    2178 2023  7  7  2 27 51 595  4.0242    165.67188   1441.86477   1049.02239    -18.16202     12.03172     -0.97412    166.7    172.6      5.9      2.6    475.4     34.5     68.0     67.2   2.49643   0.39491  39.82464
    2179 2023  7  7  2 27 55 619  4.0242    165.67831   1441.88994   1049.02113    -18.15920     12.02889     -0.97437    166.7    172.6      5.9      2.5    474.8     34.4     68.0     67.2   2.49614   0.39491  39.82500
    2180 2023  7  7  2 27 59 643  4.0239    165.68476   1441.91499   1049.01990    -18.15525     12.02605     -0.97464    166.7    172.6      6.0      2.4    474.2     34.3     68.0     67.2   2.49585   0.39491  39.81968
    2181 2023  7  7  2 28  3 667  4.0237    165.69122   1441.93991   1049.01869    -18.15027     12.02318     -0.97488    166.7    172.6      6.0      2.3    473.8     34.3     68.0     67.2   2.49555   0.39491  39.82291
    2182 2023  7  7  2 28  7 690  4.0232    165.69769   1441.96494   1049.01752    -18.14434     12.02029     -0.97513    166.7    172.6      6.0      2.3    473.5     34.3     62.0     63.0   2.49526   0.39491  39.81763
    2183 2023  7  7  2 28 11 713  4.0229    165.70417   1441.98983   1049.01717    -18.13965     12.01737     -0.97527    166.7    172.6      6.0      2.3    473.1     34.3     62.0     63.0   2.49497   0.39491  39.81686
    2184 2023  7  7  2 28 15 736  4.0231    165.71065   1442.01456   1049.01723    -18.13687     12.01437     -0.97534    166.7    172.6      6.0      2.2    472.8     34.3     62.0     63.0   2.49468   0.39491  39.81161
    2185 2023  7  7  2 28 19 759  4.0229    165.71713   1442.03919   1049.01743    -18.13454     12.01135     -0.97536    166.7    172.6      6.0      2.2    472.4     34.3     62.0     63.0   2.49438   0.39491  39.81605
    2186 2023  7  7  2 28 23 782  4.0226    165.72363   1442.06369   1049.01775    -18.13140     12.00829     -0.97536    166.7    172.6      6.1      2.1    472.0     34.3     62.0     63.0   2.49409   0.39491  39.81040
    2187 2023  7  7  2 28 27 804  4.0224    165.73014   1442.08808   1049.01815    -18.12674     12.00520     -0.97530    166.7    172.6      6.1      2.1    471.7     34.3     62.0     63.0   2.49380   0.39491  39.81258
    2188 2023  7  7  2 28 31 826  4.0218    165.73666   1442.11236   1049.01863    -18.12024     12.00209     -0.97518    166.7    172.6      6.1      2.1    471.3     34.3     62.0     63.0   2.49351   0.39490  39.80772
    2189 2023  7  7  2 28 35 848  4.0217    165.74318   1442.13650   1049.01917    -18.11180     11.99891     -0.97498    166.7    172.6      6.1      2.0    471.0     34.3     62.0     63.0   2.49321   0.39490  39.80739
